Legal Name,Borough,Permit Expiration,Status,Age Range,Maximum Capacity,Child Care Type,Date Permitted,Current Date,Years in operations,Violation Rate Percent,Total Educational Workers,Public Health Hazard Violation Rate,Critical Violation Rate,Inspection Date,Regulation Summary,Violation Category,Violation Status,Inspection Summary Result
Greater Flushing Community Council Inc,QUEENS,7/28/23,Permitted,2 YEARS - 5 YEARS,35,Child Care - Pre School,7/28/17,4/17/22,4,33.3333,7,16.6667,33.3333,3/25/22,At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate potential hazards.,CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
YOUNGERMUSIK CORP.,BROOKLYN,3/27/24,Permitted,2 YEARS - 5 YEARS,26,Child Care - Pre School,6/13/11,4/17/22,10,0,3,0,0,3/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"CENTER OF EXCELLENCE SPRINGFIELD GARDENS, INC.",QUEENS,6/2/23,Permitted,0 YEARS - 2 YEARS,38,Child Care - Infants/Toddlers,6/2/11,4/17/22,10,20,5,20,20,2/2/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
UP THE LADDER CORP,QUEENS,7/8/23,Permitted,2 YEARS - 5 YEARS,28,Child Care - Pre School,8/17/05,4/17/22,16,0,4,0,0,1/25/22,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Not Required
"GSUC CHILD DEVELOPMENT AND LEARNING CENTER, INC.",MANHATTAN,4/29/23,Permitted,2 YEARS - 5 YEARS,27,Child Care - Pre School,4/29/05,4/17/22,16,0,6,0,0,3/1/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"THE OLIVE TREEHOUSE GROUP, LLC",BROOKLYN,8/29/22,Permitted,2 YEARS - 5 YEARS,30,Child Care - Pre School,8/29/08,4/17/22,13,0,15,0,0,1/27/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
J & J ACADEMY INCORPORATED,STATEN ISLAND,9/19/22,Permitted,2 YEARS - 5 YEARS,44,Child Care - Pre School,9/19/06,4/17/22,15,14.2857,9,0,14.2857,2/2/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"ALL MY CHILDREN DAY CARE,INC",QUEENS,12/1/22,Permitted,0 YEARS - 2 YEARS,15,Child Care - Infants/Toddlers,10/6/95,4/17/22,26,66.6667,4,0,66.6667,2/28/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"BETHEL EMANUEL TEMPLE, INC.",QUEENS,9/22/23,Permitted,2 YEARS - 5 YEARS,62,Child Care - Pre School,9/22/15,4/17/22,6,0,8,0,0,2/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
RIZE & SHINE CHILDCARE CENTER INC.,BROOKLYN,7/11/23,Permitted,2 YEARS - 5 YEARS,23,Child Care - Pre School,7/11/13,4/17/22,8,0,7,0,0,1/12/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
VIVVI 2 LLC,MANHATTAN,9/3/22,Permitted,2 YEARS - 5 YEARS,105,Child Care - Pre School,9/3/20,4/17/22,1,0,17,0,0,2/9/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
CONGREGATION RODEPH SCHOLEM K.J.,MANHATTAN,3/31/23,Permitted,2 YEARS - 5 YEARS,331,Child Care - Pre School,3/31/15,4/17/22,7,20,28,20,20,2/15/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
CARDINAL MCCLOSKEY SCHOOL AND HOME FOR CHILDREN,BRONX,12/11/21,Expired-In Renewal,2 YEARS - 5 YEARS,160,Child Care - Pre School,12/11/19,4/17/22,2,100,17,100,0,3/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
Little Munchkins Playgroup 56 Inc.,BROOKLYN,7/6/22,Permitted,2 YEARS - 5 YEARS,15,Child Care - Pre School,7/6/18,4/17/22,3,20,5,20,0,2/15/22,Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.,PUBLIC HEALTH HAZARD,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
ParentsChoice Daycare LLC,QUEENS,12/17/23,Permitted,2 YEARS - 5 YEARS,21,Child Care - Pre School,12/17/21,4/17/22,0,0,1,0,0,2/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES,INC.",BROOKLYN,7/24/23,Permitted,0 YEARS - 2 YEARS,38,Child Care - Infants/Toddlers,7/24/07,4/17/22,14,16.6667,10,0,16.6667,1/27/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"LA ESCUELITA, INC.",MANHATTAN,9/13/23,Permitted,2 YEARS - 5 YEARS,72,Child Care - Pre School,9/13/17,4/17/22,4,0,9,0,0,1/14/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"BELLEVUE DAY CARE CENTER, INC.",MANHATTAN,3/15/23,Permitted,0 YEARS - 2 YEARS,20,Child Care - Infants/Toddlers,3/15/06,4/17/22,16,0,5,0,0,3/29/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
THE MONTESSORI SCHOOL LLC,MANHATTAN,9/30/23,Permitted,2 YEARS - 5 YEARS,152,Child Care - Pre School,9/30/13,4/17/22,8,0,34,0,0,2/9/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
BPOS CORP.,BROOKLYN,8/29/23,Permitted,2 YEARS - 5 YEARS,70,Child Care - Pre School,8/29/13,4/17/22,8,0,14,0,0,2/18/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
THE LEARNING CURVE PRE-SCHOOL,QUEENS,9/3/22,Permitted,2 YEARS - 5 YEARS,18,Child Care - Pre School,9/3/14,4/17/22,7,50,2,0,50,1/19/22,At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.,GENERAL,CORRECTED,None
"CHINESE-AMERICAN PLANNING COUNCIL, INC.",MANHATTAN,7/1/23,Permitted,0 YEARS - 2 YEARS,10,Child Care - Infants/Toddlers,7/1/05,4/17/22,16,0,3,0,0,1/31/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER, INC. P/S",BROOKLYN,5/9/23,Permitted,2 YEARS - 5 YEARS,36,Child Care - Pre School,5/9/11,4/17/22,10,0,12,0,0,3/9/22,Fire extinguishers observed Not to be inspected or maintained at time of inspection.,CRITICAL,OPEN,None
ELADIA'S KIDS PARENT LLC,BROOKLYN,8/31/22,Permitted,2 YEARS - 5 YEARS,42,Child Care - Pre School,8/31/12,4/17/22,9,16.6667,5,0,16.6667,3/30/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Not Required
"INTERNATIONAL PRESCHOOLS, INC.",MANHATTAN,9/6/21,Expired-In Renewal,2 YEARS - 5 YEARS,98,Child Care - Pre School,9/6/13,4/17/22,8,0,17,0,0,2/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
CHILDREN'S ALL DAY SCHOOL,MANHATTAN,10/13/22,Permitted,2 YEARS - 5 YEARS,64,Child Care - Pre School,4/15/04,4/17/22,18,20,16,0,20,3/25/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"QUICK START DAY CARE CENTER, INC.",QUEENS,9/27/20,Expired-In Renewal,2 YEARS - 5 YEARS,60,Child Care - Pre School,9/27/04,4/17/22,17,40,9,20,40,2/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
WE R EXPLORERS LLC,STATEN ISLAND,5/11/23,Permitted,2 YEARS - 5 YEARS,59,Child Care - Pre School,5/11/17,4/17/22,4,0,10,0,0,2/15/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"URBAN STRATEGIES, INC.",BROOKLYN,7/1/23,Permitted,2 YEARS - 5 YEARS,85,Child Care - Pre School,7/1/09,4/17/22,12,0,13,0,0,3/8/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Required
FUNDAY DAYCARE CENTER INC.,QUEENS,6/9/22,Permitted,2 YEARS - 5 YEARS,77,Child Care - Pre School,6/9/14,4/17/22,7,14.2857,9,0,14.2857,3/18/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"ALL SEASONS DAY CARE, LLC",BRONX,4/26/22,Permitted,0 YEARS - 2 YEARS,14,Child Care - Infants/Toddlers,4/26/18,4/17/22,3,20,6,0,20,3/2/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
CHINESE-AMERICAN PLANNING COUNCIL INC.,MANHATTAN,8/9/22,Permitted,2 YEARS - 5 YEARS,66,Child Care - Pre School,8/3/04,4/17/22,17,0,14,0,0,3/21/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
BRIGHTER BABIES INC,QUEENS,2/25/22,Expired-In Renewal,2 YEARS - 5 YEARS,71,Child Care - Pre School,2/24/12,4/17/22,10,50,14,33.3333,33.3333,2/4/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
"NYSARC, INC., NYC CHAPTER",BRONX,3/17/23,Permitted,2 YEARS - 5 YEARS,150,Child Care - Pre School,6/30/94,4/17/22,27,40,41,0,40,3/22/22,Child foods Not maintained at required temperatures at time of inspection. Child care service failed to provide parents with nutritional guidelines.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Required
MIDWOOD MONTESSORI INC.,BROOKLYN,7/18/23,Permitted,2 YEARS - 5 YEARS,69,Child Care - Pre School,5/30/03,4/17/22,18,16.6667,7,0,16.6667,3/30/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",BROOKLYN,2/27/24,Permitted,2 YEARS - 5 YEARS,135,Child Care - Pre School,2/26/04,4/17/22,18,50,17,16.6667,33.3333,1/27/22,Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.,PUBLIC HEALTH HAZARD,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
CHINESE AMERICAN PLANNING COUNCIL. INC.,MANHATTAN,8/2/23,Permitted,2 YEARS - 5 YEARS,79,Child Care - Pre School,3/25/02,4/17/22,20,33.3333,8,16.6667,33.3333,2/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Monitoring Inspection Non-Routine - Previously cited violations corrected
BUTTERFLY 1 INC.,BROOKLYN,7/22/22,Permitted,2 YEARS - 5 YEARS,47,Child Care - Pre School,7/22/08,4/17/22,13,16.6667,8,0,16.6667,3/18/22,"Epi auto injector Not provided, Not maintained or expired.",CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required
"RENANIM MANHATTAN, INC.",BRONX,5/13/23,Permitted,0 YEARS - 2 YEARS,18,Child Care - Infants/Toddlers,5/13/15,4/17/22,6,33.3333,9,0,33.3333,1/10/22,Lead paint or paint of unknown lead content shall be abated or remediated immediately upon discovery. Work shall be done in accordance with HC 173.13,CRITICAL,OPEN,Compliance Inspection of Open Violations - Reinspection Required; Fines pending
THE CHURCH IN THE GARDENS NURSERY SCHOOL,QUEENS,4/25/23,Permitted,2 YEARS - 5 YEARS,34,Child Care - Pre School,4/25/05,4/17/22,16,0,3,0,0,2/10/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
STATEN ISLAND COMMUNITY SERVICE INC.,STATEN ISLAND,8/27/23,Permitted,2 YEARS - 5 YEARS,52,Child Care - Pre School,8/26/05,4/17/22,16,20,8,0,20,3/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
"KIDZ WORLD EARLY CHILDHOOD CENTER,INC.",QUEENS,8/22/22,Permitted,0 YEARS - 2 YEARS,25,Child Care - Infants/Toddlers,8/22/12,4/17/22,9,0,6,0,0,3/29/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"HYLAN DAY CARE, INC.",STATEN ISLAND,1/13/24,Permitted,2 YEARS - 5 YEARS,60,Child Care - Pre School,1/13/14,4/17/22,8,0,6,0,0,3/9/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"LiL Rockerz Daycare, LLC",BROOKLYN,6/19/22,Permitted,2 YEARS - 5 YEARS,36,Child Care - Pre School,6/19/18,4/17/22,3,40,5,20,40,3/23/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected
"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC. (PROMESA)",BRONX,4/15/23,Permitted,2 YEARS - 5 YEARS,119,Child Care - Pre School,4/15/05,4/17/22,17,75,14,0,75,3/18/22,Required smoke and carbon monoxide detectors Not provided or maintained at time of inspection.,CRITICAL,CORRECTED,Initial Annual Inspection - Reinspection Required
PNW Enterprises LLC,MANHATTAN,8/10/23,Permitted,2 YEARS - 5 YEARS,30,Child Care - Pre School,8/10/21,4/17/22,0,100,3,0,100,2/18/22,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.,CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
SIMCHE KINDER INC,BROOKLYN,10/19/23,Permitted,0 YEARS - 2 YEARS,70,Child Care - Infants/Toddlers,10/19/17,4/17/22,4,0,30,0,0,1/4/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection
BRIGHT START EARLY LEARNING ACADEMY LLC,QUEENS,3/2/23,Permitted,2 YEARS - 5 YEARS,60,Child Care - Pre School,3/2/21,4/17/22,1,100,5,0,100,3/25/22,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
L& L STUDIO INC.,BROOKLYN,11/15/23,Permitted,2 YEARS - 5 YEARS,13,Child Care - Pre School,11/15/19,4/17/22,2,0,3,0,0,3/10/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"FLUSHING DAY CARE CENTER,INC.",QUEENS,4/21/24,Permitted,2 YEARS - 5 YEARS,35,Child Care - Pre School,4/19/04,4/17/22,17,0,5,0,0,3/29/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Not Required
BROADWAY HOUSING COMMUNITIES,MANHATTAN,9/5/20,Expired-In Renewal,2 YEARS - 5 YEARS,120,Child Care - Pre School,9/5/14,4/17/22,7,33.3333,3,33.3333,0,2/28/22,Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.,PUBLIC HEALTH HAZARD,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"PNW ENTERPRISES, LLC.",MANHATTAN,3/6/23,Permitted,2 YEARS - 5 YEARS,29,Child Care - Pre School,3/6/15,4/17/22,7,0,6,0,0,2/10/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,CORRECTED,Initial Annual Inspection - Reinspection Not Required
CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC.,BROOKLYN,10/25/20,Expired-In Renewal,2 YEARS - 5 YEARS,195,Child Care - Pre School,10/25/12,4/17/22,9,28.5714,22,14.2857,14.2857,1/12/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"KINGS BAY YM-YWHA,INC.",BROOKLYN,9/26/23,Permitted,2 YEARS - 5 YEARS,47,Child Care - Pre School,9/26/13,4/17/22,8,0,7,0,0,2/15/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
